timestamp,humidity,pir,motion,mic,temperature
1361896108000,25.80,0,0,1,25.80
1361896114000,25.70,0,0,1,25.80
1361896120000,25.70,0,0,5,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,0,0,6,25.80
1361896128000,25.70,1,0,6,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,1,1,0,25.80
1361896133000,25.70,0,-1,0,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,-1,8,25.80
1361896138000,25.70,0,0,8,25.80
1361896144000,25.60,0,0,5,25.80
