timestamp,humidity,pir,motion,mic,temperature
1361896110000,31.00,0,0,8,21.30
1361896113000,30.90,0,0,5,21.40
1361896116000,30.90,0,0,3,21.30
1361896118000,30.90,0,0,7,21.30
1361896121000,30.90,0,0,8,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896124000,30.90,0,0,6,21.30
1361896129000,30.90,0,0,6,21.30
1361896129000,30.90,0,0,3,21.30
1361896129000,30.90,0,0,3,21.30
1361896129000,30.90,0,0,3,21.30
1361896129000,30.90,0,0,3,21.30
1361896129000,30.90,0,0,3,21.30
1361896129000,30.90,0,0,3,21.30
1361896129000,30.90,0,0,3,21.30
1361896129000,30.90,0,0,3,21.30
1361896129000,30.90,0,0,3,21.30
1361896129000,30.90,0,0,3,21.30
1361896129000,30.90,0,0,3,21.30
1361896129000,30.90,0,0,3,21.30
1361896129000,30.90,0,0,3,21.30
1361896129000,30.90,0,0,3,21.30
1361896129000,30.90,0,0,3,21.30
1361896129000,30.90,0,0,3,21.30
1361896129000,30.90,0,0,3,21.30
1361896129000,30.90,0,0,3,21.30
